关键词,技术领域,细分方向,产业板块,核心程度得分,匹配类型,上下文要求,来源类型
RIS单元控制,新物理维度传输,RIS控制与信道估计,中游算法,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,IMT-2030推进组/科研论文
RIS辅助定位,新物理维度传输,RIS控制与信道估计,中游算法,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,IMT-2030推进组/科研论文
RIS辅助感知,新物理维度传输,RIS控制与信道估计,中游算法,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,IMT-2030推进组/科研论文
RIS辅助太赫兹,新物理维度传输,RIS控制与信道估计,中游算法,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,IMT-2030推进组/科研论文
RIS辅助MIMO,新物理维度传输,RIS控制与信道估计,中游算法,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,IMT-2030推进组/科研论文
RIS反射系数优化,新物理维度传输,RIS控制与信道估计,中游算法,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,IMT-2030推进组/科研论文
RIS部署优化,新物理维度传输,RIS控制与信道估计,中游算法,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,IMT-2030推进组/科研论文
超表面电磁调控,新物理维度传输,RIS控制与信道估计,中游算法,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,IMT-2030推进组/科研论文
6G轨道角动量,新物理维度传输,轨道角动量,中游空口,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,工信部推进组报告/科研论文
轨道角动量通信,新物理维度传输,轨道角动量,中游空口,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,工信部推进组报告/科研论文
OAM通信,新物理维度传输,轨道角动量,中游空口,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,工信部推进组报告/科研论文
涡旋电磁波通信,新物理维度传输,轨道角动量,中游空口,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,工信部推进组报告/科研论文
OAM模态复用,新物理维度传输,轨道角动量,中游空口,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,工信部推进组报告/科研论文
OAM波束,新物理维度传输,轨道角动量,中游空口,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,工信部推进组报告/科研论文
涡旋波束,新物理维度传输,轨道角动量,中游空口,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,工信部推进组报告/科研论文
螺旋相位波束,新物理维度传输,轨道角动量,中游空口,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,工信部推进组报告/科研论文
OAM模态分选,新物理维度传输,轨道角动量,中游空口,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,工信部推进组报告/科研论文
OAM天线,新物理维度传输,轨道角动量,中游空口,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,工信部推进组报告/科研论文
OAM量子态,新物理维度传输,轨道角动量,中游空口,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,工信部推进组报告/科研论文
太赫兹OAM,新物理维度传输,轨道角动量,中游空口,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,工信部推进组报告/科研论文
6G智能全息无线电,新物理维度传输,智能全息无线电,上游设备与中游空口,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,工信部推进组报告/科研机构
智能全息无线电,新物理维度传输,智能全息无线电,上游设备与中游空口,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,工信部推进组报告/科研机构
IHR,新物理维度传输,智能全息无线电,上游设备与中游空口,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,工信部推进组报告/科研机构
全息无线电,新物理维度传输,智能全息无线电,上游设备与中游空口,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,工信部推进组报告/科研机构
射频全息,新物理维度传输,智能全息无线电,上游设备与中游空口,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,工信部推进组报告/科研机构
射频空间谱全息,新物理维度传输,智能全息无线电,上游设备与中游空口,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,工信部推进组报告/科研机构
全息空间波场合成,新物理维度传输,智能全息无线电,上游设备与中游空口,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,工信部推进组报告/科研机构
全息MIMO,新物理维度传输,智能全息无线电,上游设备与中游空口,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,工信部推进组报告/科研机构
Holographic MIMO,新物理维度传输,智能全息无线电,上游设备与中游空口,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,工信部推进组报告/科研机构
连续孔径全息天线,新物理维度传输,智能全息无线电,上游设备与中游空口,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,工信部推进组报告/科研机构
全息干涉通信,新物理维度传输,智能全息无线电,上游设备与中游空口,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,工信部推进组报告/科研机构
6G微波光子,新物理维度传输,微波光子融合,上游器件,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,工信部推进组报告/科研机构
微波光子天线阵列,新物理维度传输,微波光子融合,上游器件,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,工信部推进组报告/科研机构
相干光上变频,新物理维度传输,微波光子融合,上游器件,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,工信部推进组报告/科研机构
光生太赫兹,新物理维度传输,微波光子融合,上游器件,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,工信部推进组报告/科研机构
光电融合太赫兹,新物理维度传输,微波光子融合,上游器件,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,工信部推进组报告/科研机构
光子辅助毫米波,新物理维度传输,微波光子融合,上游器件,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,工信部推进组报告/科研机构
微波光子信号处理,新物理维度传输,微波光子融合,上游器件,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,工信部推进组报告/科研机构
射频光子集成,新物理维度传输,微波光子融合,上游器件,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,工信部推进组报告/科研机构
光域波束赋形,新物理维度传输,微波光子融合,上游器件,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,工信部推进组报告/科研机构
光域信号处理,新物理维度传输,微波光子融合,上游器件,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,工信部推进组报告/科研机构
通信感知一体化,通信感知一体化,通感系统与架构,中游空口,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,两份附件/ITU/3GPP
通感一体化,通信感知一体化,通感系统与架构,中游空口,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,两份附件/ITU/3GPP
通信感知融合,通信感知一体化,通感系统与架构,中游空口,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,两份附件/ITU/3GPP
通感融合,通信感知一体化,通感系统与架构,中游空口,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,两份附件/ITU/3GPP
ISAC,通信感知一体化,通感系统与架构,中游空口,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,两份附件/ITU/3GPP
JCAS,通信感知一体化,通感系统与架构,中游空口,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,两份附件/ITU/3GPP
雷达通信一体化,通信感知一体化,通感系统与架构,中游空口,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,两份附件/ITU/3GPP
通信雷达一体化,通信感知一体化,通感系统与架构,中游空口,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,两份附件/ITU/3GPP
通信定位感知一体化,通信感知一体化,通感系统与架构,中游空口,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,两份附件/ITU/3GPP
通感算一体化,通信感知一体化,通感系统与架构,中游空口,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,两份附件/ITU/3GPP
通感算智一体化,通信感知一体化,通感系统与架构,中游空口,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,两份附件/ITU/3GPP
通感一体化波形,通信感知一体化,通感波形与资源,中游空口,5,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,工信部推进组报告/IMT-2030推进组
通信感知联合波形,通信感知一体化,通感波形与资源,中游空口,5,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,工信部推进组报告/IMT-2030推进组
通感波束赋形,通信感知一体化,通感波形与资源,中游空口,5,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,工信部推进组报告/IMT-2030推进组
通感资源分配,通信感知一体化,通感波形与资源,中游空口,5,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,工信部推进组报告/IMT-2030推进组
通感频谱共享,通信感知一体化,通感波形与资源,中游空口,5,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,工信部推进组报告/IMT-2030推进组
通信雷达共存,通信感知一体化,通感波形与资源,中游空口,5,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,工信部推进组报告/IMT-2030推进组
通感联合预编码,通信感知一体化,通感波形与资源,中游空口,5,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,工信部推进组报告/IMT-2030推进组
通感功率分配,通信感知一体化,通感波形与资源,中游空口,5,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,工信部推进组报告/IMT-2030推进组
通感干扰管理,通信感知一体化,通感波形与资源,中游空口,5,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,工信部推进组报告/IMT-2030推进组
通感参考信号,通信感知一体化,通感波形与资源,中游空口,5,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,工信部推进组报告/IMT-2030推进组
通感帧结构,通信感知一体化,通感波形与资源,中游空口,5,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,工信部推进组报告/IMT-2030推进组
无线通信感知,通信感知一体化,无线感知,中游算法,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,两份附件/科研论文
无线环境感知,通信感知一体化,无线感知,中游算法,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,两份附件/科研论文
通信信号感知,通信感知一体化,无线感知,中游算法,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,两份附件/科研论文
基站感知,通信感知一体化,无线感知,中游算法,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,两份附件/科研论文
蜂窝网络感知,通信感知一体化,无线感知,中游算法,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,两份附件/科研论文
无源无线感知,通信感知一体化,无线感知,中游算法,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,两份附件/科研论文
人体动作无线感知,通信感知一体化,无线感知,中游算法,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,两份附件/科研论文
呼吸心跳无线感知,通信感知一体化,无线感知,中游算法,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,两份附件/科研论文
目标检测通信信号,通信感知一体化,无线感知,中游算法,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,两份附件/科研论文
无线成像,通信感知一体化,无线感知,中游算法,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,两份附件/科研论文
射频成像,通信感知一体化,无线感知,中游算法,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,两份附件/科研论文
微多普勒感知,通信感知一体化,无线感知,中游算法,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,两份附件/科研论文
6G高精度定位,通信感知一体化,高精度定位,中游算法,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,两份附件/ITU
通感一体定位,通信感知一体化,高精度定位,中游算法,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,两份附件/ITU
厘米级无线定位,通信感知一体化,高精度定位,中游算法,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,两份附件/ITU
毫米级无线定位,通信感知一体化,高精度定位,中游算法,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,两份附件/ITU
三维定位6G,通信感知一体化,高精度定位,中游算法,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,两份附件/ITU
高频段定位,通信感知一体化,高精度定位,中游算法,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,两份附件/ITU
太赫兹定位,通信感知一体化,高精度定位,中游算法,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,两份附件/ITU
RIS高精度定位,通信感知一体化,高精度定位,中游算法,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,两份附件/ITU
定位通信融合,通信感知一体化,高精度定位,中游算法,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,两份附件/ITU
定位感知融合,通信感知一体化,高精度定位,中游算法,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,两份附件/ITU
姿态感知定位,通信感知一体化,高精度定位,中游算法,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,两份附件/ITU
感知辅助通信,通信感知一体化,感知辅助通信,中游算法,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,工信部推进组报告/科研机构
环境感知辅助波束,通信感知一体化,感知辅助通信,中游算法,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,工信部推进组报告/科研机构
感知辅助接入,通信感知一体化,感知辅助通信,中游算法,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,工信部推进组报告/科研机构
感知辅助资源调度,通信感知一体化,感知辅助通信,中游算法,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,工信部推进组报告/科研机构
感知辅助信道估计,通信感知一体化,感知辅助通信,中游算法,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,工信部推进组报告/科研机构
感知信息反馈通信,通信感知一体化,感知辅助通信,中游算法,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,工信部推进组报告/科研机构
环境地图辅助通信,通信感知一体化,感知辅助通信,中游算法,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,工信部推进组报告/科研机构
无线环境地图,通信感知一体化,感知辅助通信,中游算法,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,工信部推进组报告/科研机构
信道知识地图,通信感知一体化,感知辅助通信,中游算法,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,工信部推进组报告/科研机构
CKM,通信感知一体化,感知辅助通信,中游算法,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,工信部推进组报告/科研机构
6G AI原生网络,AI原生与语义通信,AI原生网络,中游网络,5,core,无需上下文；领域锚点本身只给低分,两份附件/IMT-2030推进组/3GPP
6G内生智能网络,AI原生与语义通信,AI原生网络,中游网络,5,core,无需上下文；领域锚点本身只给低分,两份附件/IMT-2030推进组/3GPP
6G智慧内生网络,AI原生与语义通信,AI原生网络,中游网络,5,core,无需上下文；领域锚点本身只给低分,两份附件/IMT-2030推进组/3GPP
AI原生空口,AI原生与语义通信,AI原生网络,中游网络,5,core,无需上下文；领域锚点本身只给低分,两份附件/IMT-2030推进组/3GPP
内生智能空口,AI原生与语义通信,AI原生网络,中游网络,5,core,无需上下文；领域锚点本身只给低分,两份附件/IMT-2030推进组/3GPP
AI原生架构,AI原生与语义通信,AI原生网络,中游网络,5,core,无需上下文；领域锚点本身只给低分,两份附件/IMT-2030推进组/3GPP
网络内生智能,AI原生与语义通信,AI原生网络,中游网络,5,core,无需上下文；领域锚点本身只给低分,两份附件/IMT-2030推进组/3GPP
无线内生智能,AI原生与语义通信,AI原生网络,中游网络,5,core,无需上下文；领域锚点本身只给低分,两份附件/IMT-2030推进组/3GPP
AI-native 6G,AI原生与语义通信,AI原生网络,中游网络,5,core,无需上下文；领域锚点本身只给低分,两份附件/IMT-2030推进组/3GPP
原生智能无线网络,AI原生与语义通信,AI原生网络,中游网络,5,core,无需上下文；领域锚点本身只给低分,两份附件/IMT-2030推进组/3GPP
AI赋能空口,AI原生与语义通信,AI赋能空口,中游算法,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,两份附件/AI-RAN/科研论文
无线AI,AI原生与语义通信,AI赋能空口,中游算法,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,两份附件/AI-RAN/科研论文
AI-RAN,AI原生与语义通信,AI赋能空口,中游算法,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,两份附件/AI-RAN/科研论文
神经接收机,AI原生与语义通信,AI赋能空口,中游算法,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,两份附件/AI-RAN/科研论文
神经网络接收机,AI原生与语义通信,AI赋能空口,中游算法,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,两份附件/AI-RAN/科研论文
学习型收发机,AI原生与语义通信,AI赋能空口,中游算法,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,两份附件/AI-RAN/科研论文
端到端学习通信,AI原生与语义通信,AI赋能空口,中游算法,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,两份附件/AI-RAN/科研论文
AI信道估计,AI原生与语义通信,AI赋能空口,中游算法,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,两份附件/AI-RAN/科研论文
AI波束管理,AI原生与语义通信,AI赋能空口,中游算法,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,两份附件/AI-RAN/科研论文
AI资源调度,AI原生与语义通信,AI赋能空口,中游算法,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,两份附件/AI-RAN/科研论文
AI调制识别,AI原生与语义通信,AI赋能空口,中游算法,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,两份附件/AI-RAN/科研论文
深度学习物理层,AI原生与语义通信,AI赋能空口,中游算法,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,两份附件/AI-RAN/科研论文
强化学习无线资源管理,AI原生与语义通信,AI赋能空口,中游算法,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,两份附件/AI-RAN/科研论文
6G联邦学习,AI原生与语义通信,分布式学习,中游算法,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,工信部推进组报告/科研机构
无线联邦学习,AI原生与语义通信,分布式学习,中游算法,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,工信部推进组报告/科研机构
空口联邦学习,AI原生与语义通信,分布式学习,中游算法,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,工信部推进组报告/科研机构
分层联邦学习,AI原生与语义通信,分布式学习,中游算法,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,工信部推进组报告/科研机构
去中心化联邦学习,AI原生与语义通信,分布式学习,中游算法,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,工信部推进组报告/科研机构
分割学习无线,AI原生与语义通信,分布式学习,中游算法,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,工信部推进组报告/科研机构
边缘协同学习,AI原生与语义通信,分布式学习,中游算法,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,工信部推进组报告/科研机构
群智协同学习,AI原生与语义通信,分布式学习,中游算法,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,工信部推进组报告/科研机构
多智能体无线,AI原生与语义通信,分布式学习,中游算法,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,工信部推进组报告/科研机构
分布式机器学习通信,AI原生与语义通信,分布式学习,中游算法,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,工信部推进组报告/科研机构
隐私保护联邦学习,AI原生与语义通信,分布式学习,中游算法,4,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,工信部推进组报告/科研机构
6G语义通信,AI原生与语义通信,语义通信,中游算法,5,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,工信部推进组报告/科研机构
语义通信,AI原生与语义通信,语义通信,中游算法,5,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,工信部推进组报告/科研机构
Semantic Communication,AI原生与语义通信,语义通信,中游算法,5,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,工信部推进组报告/科研机构
语义编码,AI原生与语义通信,语义通信,中游算法,5,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,工信部推进组报告/科研机构
语义解码,AI原生与语义通信,语义通信,中游算法,5,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,工信部推进组报告/科研机构
语义传输,AI原生与语义通信,语义通信,中游算法,5,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,工信部推进组报告/科研机构
语义信息论,AI原生与语义通信,语义通信,中游算法,5,contextual,需6G/IMT-2030上下文，或至少三个独立6G候选技术簇同时成立,工信部推进组报告/科研机构
