第一申请人,申请人省市代码,first_year,last_year,quantum_patent_count,quantum_score_sum,quantum_score_mean,main_categories,chain_positions,matched_terms,high_related_count,medium_related_count,low_related_count,timefreq_candidate_count,main_chain_position,main_quantum_category,firm_relevance
北京信而泰科技股份有限公司,北京; 11,2019,2019,2,17,8.5,量子通信与安全,量子通信与安全,fidelity；保真度；量子密钥；量子通信,1,1,0,0,量子通信与安全,量子通信与安全,较高相关企业
北京华信泰科技股份有限公司,北京; 11,2022,2022,2,6,3.0,量子传感,量子计量/时间频率/PNT候选,原子钟,0,0,0,2,量子计量/时间频率/PNT候选,量子传感,候选/待复核企业
北京华航无线电测量研究所,北京; 11,2021,2021,1,4,4.0,量子基础概念,其他量子相关/待复核,量子态,0,0,1,0,其他量子相关/待复核,量子基础概念,候选/待复核企业
北京卓越航导科技有限责任公司,北京; 11,2021,2021,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,原子时标,0,0,0,1,量子计量/时间频率/PNT候选,量子传感,候选/待复核企业
北京卫星导航中心,北京; 11,2020,2021,3,9,3.0,量子传感,量子计量/时间频率/PNT候选,原子钟；原子钟频率；铯原子钟,0,0,0,3,量子计量/时间频率/PNT候选,量子传感,候选/待复核企业
北京卫星环境工程研究所,北京; 11,2021,2021,2,12,6.0,量子传感,量子传感器/精密测量,NV色心；laser；金刚石NV色心,0,2,0,0,量子传感器/精密测量,量子传感,较高相关企业
北京印刷学院,北京; 11,2021,2022,2,25,12.5,量子基础概念；量子通信与安全,其他量子相关/待复核；量子通信与安全,entanglement；量子态；量子比特；量子测量；量子网络,1,0,1,0,其他量子相关/待复核,量子基础概念,核心量子企业
北京启源问天量子科技有限公司,北京; 11,2023,2023,1,5,5.0,量子通信与安全,量子通信与安全,量子通信,0,1,0,0,量子通信与安全,量子通信与安全,候选/待复核企业
北京启衡星生物科技有限公司,北京; 11,2020,2021,2,10,5.0,量子计算,量子计算系统,qubit,0,2,0,0,量子计算系统,量子计算,较高相关企业
北京国盾量子信息技术有限公司,北京; 11,2019,2021,7,50,7.142857142857143,量子通信与安全,量子通信与安全,laser；单光子探测器；激光器；量子密钥；量子密钥分发；量子网络；量子通信,2,5,0,0,量子通信与安全,量子通信与安全,核心量子企业
北京国科量子共创通信科技研究院有限公司,北京; 11,2022,2022,1,10,10.0,量子通信与安全,量子通信与安全,QKD；量子密钥；量子密钥分发；量子通信,1,0,0,0,量子通信与安全,量子通信与安全,较高相关企业
北京大学,北京; 11,2019,2023,39,314,8.051282051282051,量子传感；量子基础概念；量子计算；量子计算硬件；量子通信与安全,其他量子相关/待复核；量子传感器/精密测量；量子计算硬件/量子芯片；量子计算系统；量子计量/时间频率/PNT候选；量子软件/算法/模拟；量子通信与安全,entanglement；laser；qubit；superposition；光量子比特；光量子计算；光钟；单光子探测器；原子干涉；原子干涉仪；原子钟；原子钟频率；叠加态；拓扑量子比特；激光器；离子阱；稀释制冷机；超导量子比特；量子信息；量子密钥；量子密钥分发；量子态；量子模拟；量子模拟器；量子比特；量子测量；量子算法；量子线路；量子芯片；量子计算；量子计算机；量子通信；量子门；铯原子钟；铷原子钟；频率基准；频率标准,15,6,1,17,量子计量/时间频率/PNT候选,量子传感,核心量子企业
北京天融信网络安全技术有限公司,北京; 11,2019,2021,2,10,5.0,量子传感；量子通信与安全,其他量子相关/待复核；量子通信与安全,量子信息；量子密钥,0,2,0,0,量子通信与安全,量子通信与安全,较高相关企业
北京安御道合科技有限公司,北京; 11,2019,2019,1,10,10.0,量子通信与安全,量子通信与安全,量子密钥；量子网络,1,0,0,0,量子通信与安全,量子通信与安全,较高相关企业
北京小米移动软件有限公司,北京; 11,2021,2021,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,时间频率传输,0,0,0,1,量子计量/时间频率/PNT候选,量子传感,候选/待复核企业
北京工业大学,北京; 11,2020,2021,2,10,5.0,量子计算；量子通信与安全,量子计算系统；量子通信与安全,量子计算；量子通信,0,2,0,0,量子通信与安全,量子通信与安全,较高相关企业
北京师范大学,北京; 11,2022,2022,1,5,5.0,量子通信与安全,量子通信与安全,量子通信,0,1,0,0,量子通信与安全,量子通信与安全,候选/待复核企业
北京无线电测量研究所,北京; 11,2021,2021,1,5,5.0,量子通信与安全,量子通信与安全,量子网络,0,1,0,0,量子通信与安全,量子通信与安全,候选/待复核企业
北京无线电计量测试研究所,北京; 11,2019,2022,36,117,3.25,量子传感；量子基础概念；量子计算硬件,其他量子相关/待复核；量子传感器/精密测量；量子计算硬件/量子芯片；量子计量/时间频率/PNT候选,光钟；冷原子钟；原子钟；原子钟频率；原子频标；叠加态；囚禁离子；时间频率传递；时间频率比对；氢原子钟；离子阱；量子精密测量；铯原子钟；频率基准；频率驾驭,0,4,1,31,量子计量/时间频率/PNT候选,量子传感,核心量子企业
北京昌恒皮具制作有限公司,北京; 11,2019,2019,1,5,5.0,量子计算,量子计算系统,量子芯片,0,1,0,0,量子计算系统,量子计算,候选/待复核企业
北京易华录信息技术股份有限公司,北京; 11,2019,2019,1,4,4.0,量子基础概念,其他量子相关/待复核,量子态,0,0,1,0,其他量子相关/待复核,量子基础概念,候选/待复核企业
北京星际荣耀空间科技有限公司,北京; 11,2019,2019,1,5,5.0,量子计算,量子计算系统,量子电路,0,1,0,0,量子计算系统,量子计算,候选/待复核企业
北京智芯微电子科技有限公司,北京; 11,2019,2023,2,10,5.0,量子传感；量子通信与安全,量子传感器/精密测量；量子通信与安全,NV色心；量子密钥；量子密钥分配,0,2,0,0,量子通信与安全,量子通信与安全,较高相关企业
北京未磁科技有限公司,北京; 11,2020,2020,1,5,5.0,量子传感,量子传感器/精密测量,量子精密测量,0,1,0,0,量子传感器/精密测量,量子传感,候选/待复核企业
北京机电工程研究所,北京; 11,2021,2021,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,频率基准,0,0,0,1,量子计量/时间频率/PNT候选,量子传感,候选/待复核企业
北京正道量子科技有限公司,北京; 11,2021,2023,5,33,6.6,量子计算；量子通信与安全,量子计算系统；量子通信与安全,laser；单光子探测器；激光器；量子安全通信；量子密钥；量子密钥分发；量子态；量子计算,1,4,0,0,量子通信与安全,量子通信与安全,核心量子企业
北京海泰方圆科技股份有限公司,北京; 11,2022,2023,2,10,5.0,量子通信与安全,量子通信与安全,QKD；量子密钥；量子密钥分发,0,2,0,0,量子通信与安全,量子通信与安全,较高相关企业
北京燕山电子设备厂,北京; 11,2022,2022,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,原子钟；原子钟频率,0,0,0,1,量子计量/时间频率/PNT候选,量子传感,候选/待复核企业
北京爱克瑞特金刚石工具有限公司,北京; 11,2022,2022,1,5,5.0,量子计算,量子计算系统,量子计算,0,1,0,0,量子计算系统,量子计算,候选/待复核企业
北京玻色量子科技有限公司,北京; 11,2021,2023,6,35,5.833333333333333,量子计算；量子计算硬件；量子通信与安全,量子计算硬件/量子芯片；量子计算系统；量子通信与安全,laser；qubits；光量子计算；激光器；量子中继；量子比特；量子计算；量子计算机,1,5,0,0,量子计算系统,量子计算,核心量子企业
北京理工大学,北京; 11,2019,2022,8,58,7.25,量子传感；量子基础概念；量子计算硬件；量子通信与安全,上游材料与核心部件；其他量子相关/待复核；量子传感器/精密测量；量子计算硬件/量子芯片；量子通信与安全,entanglement；laser；superposition；叠加态；抗量子攻击；激光器；离子阱；量子信息；量子信息技术；量子叠加；量子技术；量子测量；量子相干；量子精密测量；量子计算；量子计算机,3,4,1,0,其他量子相关/待复核,量子传感,核心量子企业
北京电子科技学院,北京; 11,2021,2023,3,25,8.333333333333334,量子计算；量子通信与安全,量子计算系统；量子通信与安全,qubit；量子密钥；量子比特；量子通信,2,1,0,0,量子通信与安全,量子通信与安全,核心量子企业
北京百度网讯科技有限公司,北京; 11,2019,2023,156,2250,14.423076923076923,量子传感；量子计算；量子计算硬件；量子通信与安全,其他量子相关/待复核；量子传感器/精密测量；量子计算硬件/量子芯片；量子计算系统；量子软件/算法/模拟；量子通信与安全,entanglement；fidelity；laser；qubit；qubits；superposition；保真度；叠加态；物理量子比特；离子阱；超导量子比特；超导量子芯片；逻辑量子比特；量子仿真；量子信息；量子化学；量子处理器；量子密钥；量子密钥分发；量子态；量子技术；量子模拟；量子比特；量子测量；量子电路；量子算法；量子纠缠；量子线路；量子网络；量子芯片；量子计算；量子计算机；量子通信；量子门；量子门保真度；门保真度,141,15,0,0,量子计算系统,量子计算,核心量子企业
北京石油化工学院,北京; 11,2019,2019,1,5,5.0,量子计算,量子计算系统,量子计算；量子计算机,0,1,0,0,量子计算系统,量子计算,候选/待复核企业
北京空间机电研究所,北京; 11,2019,2019,1,10,10.0,量子计算,量子计算系统,qubit；量子优化；量子态；量子比特,1,0,0,0,量子计算系统,量子计算,较高相关企业
北京空间飞行器总体设计部,北京; 11,2020,2021,2,6,3.0,量子传感,量子计量/时间频率/PNT候选,原子钟；频率基准,0,0,0,2,量子计量/时间频率/PNT候选,量子传感,候选/待复核企业
北京算讯科技有限公司,北京; 11,2022,2022,1,5,5.0,量子通信与安全,量子通信与安全,量子密钥,0,1,0,0,量子通信与安全,量子通信与安全,候选/待复核企业
北京耐数电子有限公司,北京; 11,2023,2023,2,20,10.0,量子计算,量子计算系统,qubit；量子比特；量子计算,2,0,0,0,量子计算系统,量子计算,核心量子企业
北京自动化控制设备研究所,北京; 11,2019,2020,3,13,4.333333333333333,量子传感,量子传感器/精密测量；量子计量/时间频率/PNT候选,原子钟；量子传感；量子传感器,0,2,0,1,量子传感器/精密测量,量子传感,较高相关企业
北京航天发射技术研究所,北京; 11,2020,2022,2,6,3.0,量子传感,量子计量/时间频率/PNT候选,原子钟；原子钟守时,0,0,0,2,量子计量/时间频率/PNT候选,量子传感,候选/待复核企业
北京航天常兴科技发展股份有限公司,北京; 11,2023,2023,1,5,5.0,量子计算,量子计算系统,量子计算,0,1,0,0,量子计算系统,量子计算,候选/待复核企业
北京航天时代光电科技有限公司,北京; 11,2019,2019,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,频率基准,0,0,0,1,量子计量/时间频率/PNT候选,量子传感,候选/待复核企业
北京航天驭星科技有限公司,北京; 11,2022,2022,1,11,11.0,量子计算,量子计算系统,superposition；叠加态；量子门,1,0,0,0,量子计算系统,量子计算,较高相关企业
北京航空航天大学,北京; 11,2019,2023,24,206,8.583333333333334,量子传感；量子通信与安全,其他量子相关/待复核；量子传感器/精密测量；量子计量/时间频率/PNT候选；量子通信与安全,NV色心；entanglement；laser；qubit；qubits；原子干涉；原子干涉仪；原子钟；原子频标；氢原子钟；激光器；量子传感；量子传感器；量子态；量子技术；量子机器学习；量子模拟；量子比特；量子测量；量子电路；量子精密测量；量子纠缠；量子网络；量子计算；量子门；金刚石NV色心；铯原子钟；频率基准,7,13,0,4,量子传感器/精密测量,量子传感,核心量子企业
北京计算机技术及应用研究所,北京; 11,2021,2021,1,26,26.0,量子传感,量子软件/算法/模拟,量子信息；量子态；量子比特；量子相干；量子算法；量子纠缠；量子线路；量子计算,1,0,0,0,量子软件/算法/模拟,量子传感,核心量子企业
北京连山科技股份有限公司,北京; 11,2023,2023,1,10,10.0,量子通信与安全,量子通信与安全,量子密钥；量子计算,1,0,0,0,量子通信与安全,量子通信与安全,较高相关企业
北京邮电大学,北京; 11,2019,2022,45,255,5.666666666666667,量子传感；量子基础概念；量子计算；量子计算硬件；量子通信与安全,其他量子相关/待复核；量子传感器/精密测量；量子计算硬件/量子芯片；量子计算系统；量子计量/时间频率/PNT候选；量子通信与安全,MOT；QKD；laser；光子量子比特；单光子探测器；激光器；量子保密通信；量子密钥；量子密钥分发；量子密钥分配；量子态；量子比特；量子计算；量子通信；频率基准,6,37,1,1,量子通信与安全,量子通信与安全,核心量子企业
北京酷鲨科技有限公司,北京; 11,2021,2021,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,原子钟；原子频标,0,0,0,1,量子计量/时间频率/PNT候选,量子传感,候选/待复核企业
北京量子信息科学研究院,北京; 11,2020,2023,13,121,9.307692307692308,量子基础概念；量子计算；量子计算硬件；量子通信与安全,其他量子相关/待复核；量子计算硬件/量子芯片；量子计算系统；量子计量/时间频率/PNT候选；量子通信与安全,QKD；fidelity；laser；qubit；保真度；激光器；物理量子比特；超导量子芯片；量子处理器；量子密钥；量子密钥分发；量子态；量子比特；量子线路；量子芯片；量子计算；量子计算机；量子通信；量子门；门保真度；频率标准,9,2,2,0,量子计算系统,量子计算,核心量子企业
北京金匙基因科技有限公司,北京; 11,2021,2021,1,5,5.0,量子计算,量子计算系统,qubit,0,1,0,0,量子计算系统,量子计算,候选/待复核企业
北卡罗来纳-查佩尔山大学,美国; US,2019,2019,1,5,5.0,量子计算硬件,量子计算硬件/量子芯片,离子阱,0,1,0,0,量子计算硬件/量子芯片,量子计算硬件,候选/待复核企业
北斗天汇(北京)科技有限公司,北京; 11,2019,2019,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,频率基准,0,0,0,1,量子计量/时间频率/PNT候选,量子传感,候选/待复核企业
北方工业大学,北京; 11,2020,2022,3,42,14.0,量子通信与安全,量子通信与安全,entanglement；量子中继；量子中继器；量子信息；量子密钥；量子密钥分发；量子态；量子纠缠；量子网络；量子计算；量子门,2,1,0,0,量子通信与安全,量子通信与安全,核心量子企业
匡一中,四川; 51,2019,2019,1,13,13.0,量子传感,量子计算系统,entanglement；laser；激光器；量子信息；量子信息技术；量子计算,1,0,0,0,量子计算系统,量子传感,较高相关企业
区链通网络有限公司,,2019,2019,1,10,10.0,量子通信与安全,量子通信与安全,后量子密码；量子计算；量子计算机,1,0,0,0,,,较高相关企业
华东师范大学,上海; 31,2019,2022,11,78,7.090909090909091,量子传感；量子基础概念；量子计算；量子计算硬件；量子通信与安全,上游材料与核心部件；其他量子相关/待复核；量子传感器/精密测量；量子计算硬件/量子芯片；量子计算系统；量子计量/时间频率/PNT候选；量子通信与安全,laser；lasers；光钟；冷原子钟；原子钟；激光器；磁光阱；离子阱；超高真空；量子中继；量子中继器；量子信息；量子态；量子技术；量子测量；量子计算,3,6,1,1,量子传感器/精密测量,量子传感,核心量子企业
华东计算技术研究所(中国电子科技集团公司第三十二研究所),上海; 31,2019,2022,6,73,12.166666666666666,量子计算；量子计算硬件；量子通信与安全,量子计算硬件/量子芯片；量子计算系统；量子软件/算法/模拟；量子通信与安全,laser；qubit；qubits；容错量子计算；超导量子比特；超导量子芯片；量子比特；量子算法；量子线路；量子芯片；量子计算；量子计算机；量子通信；量子门,4,2,0,0,量子计算硬件/量子芯片,量子计算硬件,核心量子企业
华中光电技术研究所(中国船舶重工集团公司第七一七研究所),湖北; 42,2020,2022,13,76,5.846153846153846,量子传感,量子传感器/精密测量,MOT；laser；lasers；光调制器；冷原子干涉；冷原子干涉仪；原子干涉；原子干涉仪；磁光阱；磁光阱真空腔；量子态,1,12,0,0,量子传感器/精密测量,量子传感,核心量子企业
华中光电技术研究所(中国船舶重工集团有限公司第七一七研究所),湖北; 42,2019,2019,1,5,5.0,量子传感,量子传感器/精密测量,MOT；冷原子干涉；冷原子干涉仪；原子干涉；原子干涉仪；磁光阱,0,1,0,0,量子传感器/精密测量,量子传感,候选/待复核企业
华中光电技术研究所(中国船舶集团有限公司第七一七研究所),湖北; 42,2023,2023,2,12,6.0,量子传感,量子传感器/精密测量,laser；原子干涉；原子干涉仪；磁光阱,0,2,0,0,量子传感器/精密测量,量子传感,较高相关企业
华中农业大学,湖北; 42,2021,2021,1,10,10.0,量子通信与安全,量子通信与安全,量子密钥；量子计算；量子计算机,1,0,0,0,量子通信与安全,量子通信与安全,较高相关企业
华中科技大学,湖北; 42,2019,2023,18,144,8.0,量子传感；量子基础概念；量子计算；量子通信与安全,其他量子相关/待复核；量子传感器/精密测量；量子计算系统；量子计量/时间频率/PNT候选；量子通信与安全,NV色心；entanglement；laser；superposition；原子干涉；原子干涉仪；原子频标；后量子加密；后量子密码；抗量子攻击；激光器；磁光阱；量子传感；量子信息；量子信息技术；量子安全通信；量子密钥；量子态；量子比特；量子纠缠；量子网络；量子芯片；量子计算；金刚石NV色心,6,10,1,1,量子通信与安全,量子通信与安全,核心量子企业
华为技术有限公司,广东; 44,2019,2021,24,237,9.875,量子传感；量子计算；量子计算硬件；量子通信与安全,量子计算硬件/量子芯片；量子计算系统；量子计量/时间频率/PNT候选；量子通信与安全,QKD；entanglement；fidelity；laser；保真度；光量子计算；单光子探测器；激光器；离子阱；超导量子芯片；量子优化；量子信息；量子密钥；量子密钥分发；量子态；量子比特；量子芯片；量子计算；量子计算机；量子通信；量子门；频率基准,15,8,0,1,量子通信与安全,量子通信与安全,核心量子企业
华北电力大学,北京; 11,2020,2021,8,106,13.25,量子通信与安全,量子通信与安全,QKD；entanglement；保真度；量子信息；量子密钥；量子密钥分配；量子态；量子测量；量子纠缠；量子网络；量子通信,6,2,0,0,量子通信与安全,量子通信与安全,核心量子企业
华北电力大学(保定),河北; 13,2021,2022,3,24,8.0,量子通信与安全,量子通信与安全,QKD；entanglement；fidelity；保真度；量子密钥；量子密钥分发；量子通信,1,2,0,0,量子通信与安全,量子通信与安全,核心量子企业
华南农业大学,广东; 44,2019,2019,1,4,4.0,量子基础概念,其他量子相关/待复核,量子态；量子纠缠,0,0,1,0,其他量子相关/待复核,量子基础概念,候选/待复核企业
华南师大(清远)科技创新研究院有限公司,广东; 44,2022,2022,1,6,6.0,量子计算,量子计算系统,fidelity；保真度；量子态,0,1,0,0,量子计算系统,量子计算,候选/待复核企业
华南师范大学,广东; 44,2019,2022,53,538,10.150943396226415,量子传感；量子基础概念；量子计算；量子计算硬件；量子通信与安全,其他量子相关/待复核；量子传感器/精密测量；量子计算硬件/量子芯片；量子计算系统；量子通信与安全,MOT；QKD；entanglement；fidelity；laser；lasers；superposition；保真度；光调制器；单光子探测器；原子干涉；原子干涉仪；叠加态；激光器；磁光阱；稀释制冷机；超导量子比特；里德堡原子量子；量子中继；量子保密通信；量子信息；量子叠加；量子密钥；量子密钥分发；量子密钥分配；量子态；量子比特；量子纠缠；量子网络；量子计算；量子通信；量子门,28,21,4,0,量子通信与安全,量子通信与安全,核心量子企业
华南理工大学,广东; 44,2020,2023,4,35,8.75,量子传感；量子计算；量子计算硬件；量子通信与安全,量子计算硬件/量子芯片；量子计算系统；量子通信与安全,laser；囚禁离子；激光器；离子阱；量子信息；量子处理器；量子密钥；量子密钥分发；量子机器学习；量子线路；量子计算,3,1,0,0,量子计算系统,量子计算,核心量子企业
华威大学,英国; GB,2019,2019,1,5,5.0,量子计算硬件,量子计算硬件/量子芯片,离子阱,0,1,0,0,量子计算硬件/量子芯片,量子计算硬件,候选/待复核企业
华沙大学,波兰; PL,2021,2021,1,10,10.0,量子计算,量子计算系统,量子计算；量子计算机；量子门,1,0,0,0,量子计算系统,量子计算,较高相关企业
华电电力科学研究院有限公司,浙江; 33,2019,2019,1,5,5.0,量子计算硬件,量子计算硬件/量子芯片,离子阱,0,1,0,0,量子计算硬件/量子芯片,量子计算硬件,候选/待复核企业
华科微磁(北京)光电技术有限公司,北京; 11,2019,2019,1,6,6.0,量子传感,量子传感器/精密测量,laser；激光器；量子传感；量子传感器,0,1,0,0,量子传感器/精密测量,量子传感,候选/待复核企业
华翊博奥(北京)量子科技有限公司,北京; 11,2023,2023,5,48,9.6,量子计算；量子计算硬件,量子计算硬件/量子芯片；量子计算系统,entanglement；laser；qubit；qubits；光调制器；离子阱；量子比特；量子计算；量子计算机,4,1,0,0,量子计算硬件/量子芯片,量子计算硬件,核心量子企业
南京中科齐信科技有限公司,江苏; 32,2022,2023,5,39,7.8,量子通信与安全,量子通信与安全,量子密钥；量子密钥分发；量子态；量子通信,3,2,0,0,量子通信与安全,量子通信与安全,核心量子企业
南京信息工程大学,江苏; 32,2019,2021,6,55,9.166666666666666,量子基础概念；量子计算；量子通信与安全,其他量子相关/待复核；量子计算系统；量子通信与安全,qubit；qubits；superposition；叠加态；量子叠加；量子态；量子比特；量子电路；量子线路；量子计算；量子通信；量子门,3,1,2,0,其他量子相关/待复核,量子基础概念,核心量子企业
南京区盟链信息科技有限公司,江苏; 32,2022,2022,1,5,5.0,量子通信与安全,量子通信与安全,后量子加密,0,1,0,0,量子通信与安全,量子通信与安全,候选/待复核企业
南京华飞数据技术有限公司,江苏; 32,2023,2023,1,16,16.0,量子通信与安全,量子通信与安全,entanglement；量子密钥；量子测量；量子纠缠,1,0,0,0,量子通信与安全,量子通信与安全,较高相关企业
南京南瑞信息通信科技有限公司,江苏; 32,2021,2021,1,6,6.0,量子通信与安全,量子通信与安全,laser；激光器；量子密钥；量子密钥分发,0,1,0,0,量子通信与安全,量子通信与安全,候选/待复核企业
南京南瑞国盾量子技术有限公司,江苏; 32,2019,2021,4,38,9.5,量子通信与安全,量子通信与安全,laser；单光子探测器；量子保密通信；量子密钥；量子密钥分发；量子密钥分配；量子态；量子通信,3,1,0,0,量子通信与安全,量子通信与安全,核心量子企业
南京大学,江苏; 32,2020,2023,32,214,6.6875,量子传感；量子基础概念；量子计算；量子计算硬件；量子通信与安全,其他量子相关/待复核；量子传感器/精密测量；量子计算硬件/量子芯片；量子计算系统；量子通信与安全,MOT；QKD；entanglement；laser；单光子探测器；激光器；离子阱；量子互联网；量子信息；量子信息技术；量子密钥；量子密钥分发；量子态；量子比特；量子纠缠；量子网络；量子芯片；量子计算；量子计算机；量子通信,7,18,7,0,量子通信与安全,量子通信与安全,核心量子企业
南京如般量子科技有限公司,江苏; 32,2020,2022,30,242,8.066666666666666,量子计算；量子通信与安全,量子计算系统；量子通信与安全,QKD；量子中继；量子中继器；量子保密通信；量子密钥；量子密钥分发；量子计算；量子计算机；量子通信；非对称密码,12,18,0,0,量子计算系统,量子计算,核心量子企业
南京安维士传动技术股份有限公司,江苏; 32,2021,2021,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,频率标准,0,0,0,1,量子计量/时间频率/PNT候选,量子传感,候选/待复核企业
南京尤尼泰信息科技有限公司,江苏; 32,2022,2022,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,原子钟；原子钟频率,0,0,0,1,量子计量/时间频率/PNT候选,量子传感,候选/待复核企业
南京工程学院,江苏; 32,2019,2020,2,10,5.0,量子计算；量子通信与安全,量子计算系统；量子通信与安全,量子网络；量子计算,0,2,0,0,量子计算系统,量子计算,较高相关企业
南京师范大学,江苏; 32,2021,2021,1,4,4.0,量子基础概念,其他量子相关/待复核,叠加态；量子态,0,0,1,0,其他量子相关/待复核,量子基础概念,候选/待复核企业
南京希凌陆信息科技有限公司,江苏; 32,2020,2020,1,17,17.0,量子计算硬件,量子计算硬件/量子芯片,fidelity；保真度；超导量子芯片；量子比特；量子芯片,1,0,0,0,量子计算硬件/量子芯片,量子计算硬件,较高相关企业
南京广播电视集团(南京广播电视台),江苏; 32,2022,2022,1,14,14.0,量子通信与安全,量子通信与安全,量子态；量子比特；量子网络,1,0,0,0,量子通信与安全,量子通信与安全,较高相关企业
南京指南砺剑通信技术有限公司,江苏; 32,2021,2021,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,原子钟；铷原子钟,0,0,0,1,量子计量/时间频率/PNT候选,量子传感,候选/待复核企业
南京数脉动力信息技术有限公司,江苏; 32,2023,2023,1,10,10.0,量子通信与安全,量子通信与安全,量子密钥；量子密钥分发；量子通信,1,0,0,0,量子通信与安全,量子通信与安全,较高相关企业
