第一申请人,申请人省市代码,first_year,last_year,quantum_patent_count,quantum_score_sum,quantum_score_mean,main_categories,chain_positions,matched_terms,high_related_count,medium_related_count,low_related_count,timefreq_candidate_count,main_chain_position,main_quantum_category,firm_relevance
埃森哲环球解决方案有限公司,爱尔兰; IE,2020,2020,1,5,5.0,量子计算,量子计算系统,量子计算,0,1,0,0,量子计算系统,量子计算,候选/待复核企业
塞莫费雪科学(不来梅)有限公司,德国; DE,2019,2020,4,20,5.0,量子计算硬件,量子计算硬件/量子芯片,离子阱,0,4,0,0,量子计算硬件/量子芯片,量子计算硬件,核心量子企业
复旦大学,上海; 31,2019,2022,5,35,7.0,量子传感；量子计算硬件,量子传感器/精密测量；量子计算硬件/量子芯片,NV色心；laser；保真度；光调制器；原子干涉；激光器；离子阱；量子传感,1,4,0,0,量子传感器/精密测量,量子传感,核心量子企业
大众汽车股份公司,德国; DE,2021,2021,1,5,5.0,量子传感,量子传感器/精密测量,MOT,0,1,0,0,量子传感器/精密测量,量子传感,候选/待复核企业
大连海事大学,辽宁; 21,2019,2019,1,5,5.0,量子计算,量子计算系统,量子比特,0,1,0,0,量子计算系统,量子计算,候选/待复核企业
大连理工大学,辽宁; 21,2020,2021,3,11,3.6666666666666665,量子传感,量子传感器/精密测量；量子计量/时间频率/PNT候选,MOT；频率基准；频率标准,0,1,0,2,量子计量/时间频率/PNT候选,量子传感,较高相关企业
大连理工江苏研究院有限公司,江苏; 32,2021,2021,1,5,5.0,量子通信与安全,量子通信与安全,量子通信,0,1,0,0,量子通信与安全,量子通信与安全,候选/待复核企业
大陆汽车有限公司,德国; DE,2019,2019,1,5,5.0,量子传感,量子传感器/精密测量,MOT,0,1,0,0,量子传感器/精密测量,量子传感,候选/待复核企业
天地伟业技术有限公司,天津; 12,2020,2020,1,5,5.0,量子传感,量子传感器/精密测量,MOT,0,1,0,0,量子传感器/精密测量,量子传感,候选/待复核企业
天工量信(苏州)科技发展有限公司,江苏; 32,2022,2022,1,13,13.0,量子计算,量子软件/算法/模拟,量子态；量子算法；量子计算；量子计算机,1,0,0,0,量子软件/算法/模拟,量子计算,较高相关企业
天府兴隆湖实验室,四川; 51,2023,2023,1,10,10.0,量子计算,量子软件/算法/模拟,量子模拟；量子计算,1,0,0,0,量子软件/算法/模拟,量子计算,较高相关企业
天水师范学院,甘肃; 62,2021,2021,1,6,6.0,量子传感,量子传感器/精密测量,laser；冷原子干涉；原子干涉；磁光阱,0,1,0,0,量子传感器/精密测量,量子传感,候选/待复核企业
天津七一二通信广播股份有限公司,天津; 12,2020,2020,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,原子钟,0,0,0,1,量子计量/时间频率/PNT候选,量子传感,候选/待复核企业
天津中医药大学,天津; 12,2022,2022,2,10,5.0,量子计算硬件,量子计算硬件/量子芯片,离子阱,0,2,0,0,量子计算硬件/量子芯片,量子计算硬件,较高相关企业
天津华慧芯科技集团有限公司,天津; 12,2020,2020,1,5,5.0,量子通信与安全,量子通信与安全,量子密钥；量子密钥分发,0,1,0,0,量子通信与安全,量子通信与安全,候选/待复核企业
天津大学,天津; 12,2019,2021,5,20,4.0,量子传感；量子基础概念,其他量子相关/待复核；量子传感器/精密测量；量子计量/时间频率/PNT候选,叠加态；量子态；量子测量；量子纠缠；频率基准,0,1,3,1,其他量子相关/待复核,量子基础概念,核心量子企业
天津市城市规划设计研究总院有限公司,天津; 12,2022,2023,2,15,7.5,量子通信与安全,量子通信与安全,量子信息；量子密钥；量子密钥分发,1,1,0,0,量子通信与安全,量子通信与安全,较高相关企业
天津师范大学,天津; 12,2021,2021,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,频率标准,0,0,0,1,量子计量/时间频率/PNT候选,量子传感,候选/待复核企业
天翼物联科技有限公司,广东; 44,2022,2022,1,5,5.0,量子通信与安全,量子通信与安全,量子密钥,0,1,0,0,量子通信与安全,量子通信与安全,候选/待复核企业
太原师范学院,山西; 14,2020,2020,2,15,7.5,量子传感,上游材料与核心部件；其他量子相关/待复核,entanglement；laser；激光器；量子信息,0,2,0,0,上游材料与核心部件,量子传感,较高相关企业
太原理工大学,山西; 14,2019,2021,8,57,7.125,量子传感；量子基础概念；量子计算；量子计算硬件；量子通信与安全,其他量子相关/待复核；量子传感器/精密测量；量子计算硬件/量子芯片；量子计算系统；量子通信与安全,laser；光调制器；光量子计算；单光子探测器；激光器；磁光阱；量子信息；量子态；量子芯片；量子计算；量子通信,3,3,2,0,量子通信与安全,量子通信与安全,核心量子企业
奥为电子科技(南京)有限公司,江苏; 32,2020,2020,1,6,6.0,量子传感,量子传感器/精密测量,NV色心；laser；金刚石NV色心,0,1,0,0,量子传感器/精密测量,量子传感,候选/待复核企业
奥兰治,法国; FR,2020,2020,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,频率标准,0,0,0,1,量子计量/时间频率/PNT候选,量子传感,候选/待复核企业
如般量子科技有限公司,浙江; 33,2019,2022,130,895,6.884615384615385,量子计算；量子通信与安全,量子计算系统；量子通信与安全,QKD；量子保密通信；量子密钥；量子密钥分发；量子计算；量子计算机；量子通信,43,87,0,0,量子计算系统,量子计算,核心量子企业
季华实验室,广东; 44,2022,2022,1,5,5.0,量子通信与安全,量子通信与安全,量子通信,0,1,0,0,量子通信与安全,量子通信与安全,候选/待复核企业
宁波大学,浙江; 33,2019,2022,4,23,5.75,量子计算硬件,量子计算硬件/量子芯片,囚禁离子；离子阱；超高真空,1,3,0,0,量子计算硬件/量子芯片,量子计算硬件,核心量子企业
安庆师范大学,安徽; 34,2023,2023,3,24,8.0,量子通信与安全,量子通信与安全,laser；量子密钥；量子密钥分发；量子态,2,1,0,0,量子通信与安全,量子通信与安全,核心量子企业
安徽一视科技有限公司,安徽; 34,2021,2021,1,5,5.0,量子传感,量子传感器/精密测量,MOT,0,1,0,0,量子传感器/精密测量,量子传感,候选/待复核企业
安徽中科锟铻量子工业互联网有限公司,安徽; 34,2023,2023,1,9,9.0,量子通信与安全,量子通信与安全,量子态；量子通信,1,0,0,0,量子通信与安全,量子通信与安全,较高相关企业
安徽华典大数据科技有限公司,安徽; 34,2020,2023,4,27,6.75,量子传感；量子计算；量子通信与安全,量子计算系统；量子通信与安全,superposition；量子信息；量子密钥；量子密钥分发；量子计算,1,3,0,0,量子计算系统,量子通信与安全,核心量子企业
安徽国盾量子云数据技术有限公司,安徽; 34,2022,2022,1,5,5.0,量子通信与安全,量子通信与安全,量子密钥,0,1,0,0,量子通信与安全,量子通信与安全,候选/待复核企业
安徽大学,安徽; 34,2019,2021,7,44,6.285714285714286,量子传感；量子基础概念；量子计算；量子通信与安全,其他量子相关/待复核；量子计算系统；量子通信与安全,抗量子攻击；量子信息；量子密钥；量子密钥分发；量子纠缠；量子计算；量子计算机；量子通信,2,4,1,0,量子计算系统,量子计算,核心量子企业
安徽师范大学,安徽; 34,2019,2019,1,5,5.0,量子计算,量子计算系统,量子计算,0,1,0,0,量子计算系统,量子计算,候选/待复核企业
安徽建筑大学,安徽; 34,2019,2019,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,频率标准,0,0,0,1,量子计量/时间频率/PNT候选,量子传感,候选/待复核企业
安徽澄小光智能科技有限公司,安徽; 34,2021,2021,1,5,5.0,量子通信与安全,量子通信与安全,量子保密通信,0,1,0,0,量子通信与安全,量子通信与安全,候选/待复核企业
安徽玖邦驱动科技有限公司,安徽; 34,2022,2022,1,4,4.0,量子基础概念,其他量子相关/待复核,叠加态,0,0,1,0,其他量子相关/待复核,量子基础概念,候选/待复核企业
安徽白鹭电子科技有限公司,安徽; 34,2022,2022,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,原子钟,0,0,0,1,量子计量/时间频率/PNT候选,量子传感,候选/待复核企业
安徽皖通邮电股份有限公司,安徽; 34,2019,2019,1,5,5.0,量子通信与安全,量子通信与安全,QKD；量子密钥；量子密钥分发,0,1,0,0,量子通信与安全,量子通信与安全,候选/待复核企业
安徽省国盛量子科技有限公司,安徽; 34,2021,2023,21,183,8.714285714285714,量子传感,量子传感器/精密测量,NV色心；laser；激光器；量子传感；量子传感器；量子技术；量子精密测量；金刚石NV色心,12,8,1,0,量子传感器/精密测量,量子传感,核心量子企业
安徽省地震局,安徽; 34,2020,2020,1,17,17.0,量子传感,量子计算系统,entanglement；量子信息；量子比特；量子计算,1,0,0,0,量子计算系统,量子传感,较高相关企业
安徽省大数据中心,安徽; 34,2023,2023,1,5,5.0,量子通信与安全,量子通信与安全,QKD；量子密钥；量子密钥分发,0,1,0,0,量子通信与安全,量子通信与安全,候选/待复核企业
安徽省太微量子科技有限公司,安徽; 34,2022,2022,1,5,5.0,量子计算硬件,量子计算硬件/量子芯片,离子阱,0,1,0,0,量子计算硬件/量子芯片,量子计算硬件,候选/待复核企业
安徽科技学院,安徽; 34,2020,2020,1,10,10.0,量子通信与安全,量子通信与安全,量子密钥；量子密钥分发；量子通信,1,0,0,0,量子通信与安全,量子通信与安全,较高相关企业
安徽科达自动化集团股份有限公司,安徽; 34,2022,2022,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,原子钟,0,0,0,1,量子计量/时间频率/PNT候选,量子传感,候选/待复核企业
安徽继远软件有限公司,安徽; 34,2019,2019,3,29,9.666666666666666,量子通信与安全,量子通信与安全,量子保密通信；量子密钥；量子密钥分发；量子态；量子比特,3,0,0,0,量子通信与安全,量子通信与安全,核心量子企业
安徽量安通信息科技有限公司,安徽; 34,2021,2021,1,5,5.0,量子通信与安全,量子通信与安全,量子密钥,0,1,0,0,量子通信与安全,量子通信与安全,候选/待复核企业
安徽问天量子科技股份有限公司,安徽; 34,2019,2022,12,82,6.833333333333333,量子计算；量子通信与安全,量子计算系统；量子通信与安全,QKD；entanglement；fidelity；laser；保真度；激光器；量子保密通信；量子安全通信；量子密钥；量子密钥分发；量子密钥分配；量子态；量子纠缠；量子通信,4,8,0,0,量子通信与安全,量子通信与安全,核心量子企业
安徽鲲腾量子科技有限公司,安徽; 34,2023,2023,1,11,11.0,量子传感,量子传感器/精密测量,entanglement；laser；单光子探测器；激光器；量子精密测量,0,1,0,0,量子传感器/精密测量,量子传感,较高相关企业
宿迁学院,江苏; 32,2020,2020,4,57,14.25,量子传感；量子计算,量子传感器/精密测量；量子计算系统,NV色心；fidelity；保真度；物理量子比特；逻辑量子比特；量子信息；量子信息技术；量子比特；量子电路；量子计算；金刚石NV色心,3,1,0,0,量子计算系统,量子计算,核心量子企业
富士通株式会社,日本; JP,2020,2020,1,5,5.0,量子计算,量子计算系统,量子比特,0,1,0,0,量子计算系统,量子计算,候选/待复核企业
尼克拉斯·约翰松,瑞典; SE,2020,2020,1,5,5.0,量子计算,量子计算系统,量子门,0,1,0,0,量子计算系统,量子计算,候选/待复核企业
山东国迅量子芯科技有限公司,山东; 37,2021,2021,4,21,5.25,量子通信与安全,量子通信与安全,laser；激光器；量子密钥；量子密钥分发；量子通信,0,4,0,0,量子通信与安全,量子通信与安全,核心量子企业
山东大学,山东; 37,2019,2022,5,31,6.2,量子传感；量子计算；量子通信与安全,其他量子相关/待复核；量子计算系统；量子通信与安全,后量子密码；激光器；量子信息；量子安全通信；量子芯片；量子计算；量子计算机；量子通信,1,4,0,0,量子计算系统,量子计算,核心量子企业
山东师范大学,山东; 37,2019,2021,2,6,3.0,量子传感,量子计量/时间频率/PNT候选,原子钟,0,0,0,2,量子计量/时间频率/PNT候选,量子传感,候选/待复核企业
山东建筑大学,山东; 37,2020,2022,2,10,5.0,量子通信与安全,量子通信与安全,抗量子攻击；量子通信,0,2,0,0,量子通信与安全,量子通信与安全,较高相关企业
山东晶大光电科技有限公司,山东; 37,2023,2023,1,26,26.0,量子传感,量子软件/算法/模拟,entanglement；qubits；叠加态；量子信息；量子态；量子比特；量子纠缠；量子纠错；量子计算；量子计算机,1,0,0,0,量子软件/算法/模拟,量子传感,核心量子企业
山东极光智能科技有限公司,山东; 37,2021,2021,1,5,5.0,量子通信与安全,量子通信与安全,量子通信,0,1,0,0,量子通信与安全,量子通信与安全,候选/待复核企业
山东浪潮人工智能研究院有限公司,山东; 37,2019,2019,1,10,10.0,量子通信与安全,量子通信与安全,QKD；量子通信,1,0,0,0,量子通信与安全,量子通信与安全,较高相关企业
山东浪潮科学研究院有限公司,山东; 37,2021,2022,5,40,8.0,量子计算；量子计算硬件,量子计算硬件/量子芯片；量子计算系统；量子软件/算法/模拟,超导量子比特；量子模拟；量子比特；量子计算；量子计算机；量子门,3,2,0,0,量子计算系统,量子计算,核心量子企业
山东海量信息技术研究院,山东; 37,2023,2023,3,36,12.0,量子计算,量子计算系统,qubit；qubits；量子态；量子比特；量子线路；量子芯片；量子计算,3,0,0,0,量子计算系统,量子计算,核心量子企业
山东理工大学,山东; 37,2019,2019,1,5,5.0,量子计算,量子计算系统,量子比特,0,1,0,0,量子计算系统,量子计算,候选/待复核企业
山东省计算中心(国家超级计算济南中心),山东; 37,2020,2020,1,5,5.0,量子计算,量子计算系统,量子计算；量子计算机,0,1,0,0,量子计算系统,量子计算,候选/待复核企业
山东科技大学,山东; 37,2019,2022,2,8,4.0,量子传感；量子计算,量子计算系统；量子计量/时间频率/PNT候选,原子钟；量子电路,0,1,0,1,量子计量/时间频率/PNT候选,量子传感,候选/待复核企业
山东英信计算机技术有限公司,山东; 37,2021,2021,2,24,12.0,量子计算；量子通信与安全,量子计算系统；量子通信与安全,量子态；量子比特；量子网络；量子计算,2,0,0,0,量子通信与安全,量子通信与安全,核心量子企业
山东越海通信科技股份有限公司,山东; 37,2021,2021,1,17,17.0,量子通信与安全,量子通信与安全,entanglement；laser；激光器；量子态；量子比特；量子纠缠；量子通信,1,0,0,0,量子通信与安全,量子通信与安全,较高相关企业
山东量子科学技术研究院有限公司,山东; 37,2019,2021,11,80,7.2727272727272725,量子通信与安全,量子通信与安全,QKD；量子保密通信；量子密钥；量子密钥分发；量子密钥分配；量子网络；量子通信,5,6,0,0,量子通信与安全,量子通信与安全,核心量子企业
山东金麒麟股份有限公司,山东; 37,2020,2020,1,5,5.0,量子传感,量子传感器/精密测量,MOT,0,1,0,0,量子传感器/精密测量,量子传感,候选/待复核企业
山东高速建设管理集团有限公司,山东; 37,2023,2023,4,28,7.0,量子基础概念；量子通信与安全,其他量子相关/待复核；量子通信与安全,量子密钥；量子密钥分发；量子态；量子比特；量子纠缠；量子门,1,1,2,0,量子通信与安全,量子通信与安全,核心量子企业
山西医科大学,山西; 14,2019,2019,1,15,15.0,量子传感,量子传感器/精密测量,MOT；激光器；磁光阱；量子相干；量子精密测量,1,0,0,0,量子传感器/精密测量,量子传感,较高相关企业
山西大学,山西; 14,2019,2023,29,226,7.793103448275862,量子传感；量子基础概念；量子通信与安全,上游材料与核心部件；其他量子相关/待复核；量子传感器/精密测量；量子计量/时间频率/PNT候选；量子通信与安全,QKD；entanglement；laser；光调制器；单光子探测器；原子钟；激光器；磁光阱；超高真空；量子保密通信；量子信息；量子密钥；量子密钥分发；量子态；量子技术；量子模拟；量子测量；量子相干；量子精密测量；量子纠缠；量子网络；量子计算；量子通信；频率基准；频率标准,11,10,5,3,量子通信与安全,量子传感,核心量子企业
巴黎矿业电信学院,法国; FR,2019,2019,1,11,11.0,量子通信与安全,量子通信与安全,QKD；laser；lasers；激光器；量子信息；量子密钥；量子密钥分发,1,0,0,0,量子通信与安全,量子通信与安全,较高相关企业
常州大连理工大学智能装备研究院,江苏; 32,2021,2021,1,5,5.0,量子通信与安全,量子通信与安全,量子通信,0,1,0,0,量子通信与安全,量子通信与安全,候选/待复核企业
广东产品质量监督检验研究院(国家质量技术监督局广州电气安全检验所、广东省试验认证研究院、华安实验室),广东; 44,2021,2022,3,15,5.0,量子计算硬件,量子计算硬件/量子芯片,离子阱,0,3,0,0,量子计算硬件/量子芯片,量子计算硬件,较高相关企业
广东国盾量子科技有限公司,广东; 44,2019,2020,5,45,9.0,量子通信与安全,量子通信与安全,量子密钥；量子密钥分发；量子技术；量子网络；量子通信,3,2,0,0,量子通信与安全,量子通信与安全,核心量子企业
广东国科量子通信网络有限公司,广东; 44,2020,2022,2,15,7.5,量子通信与安全,量子通信与安全,量子密钥；量子密钥分发；量子网络,1,1,0,0,量子通信与安全,量子通信与安全,较高相关企业
广东国腾量子科技有限公司,广东; 44,2020,2022,22,162,7.363636363636363,量子通信与安全,量子通信与安全,QKD；laser；保真度；单光子探测器；激光器；量子保密通信；量子密钥；量子密钥分发；量子态；量子网络；量子芯片；量子通信,9,13,0,0,量子通信与安全,量子通信与安全,核心量子企业
广东威纳格科技有限公司,广东; 44,2023,2023,1,6,6.0,量子传感,量子传感器/精密测量,laser；原子干涉；原子干涉仪；磁光阱,0,1,0,0,量子传感器/精密测量,量子传感,候选/待复核企业
广东宇华智环科技有限公司,广东; 44,2022,2022,1,5,5.0,量子计算硬件,量子计算硬件/量子芯片,离子阱,0,1,0,0,量子计算硬件/量子芯片,量子计算硬件,候选/待复核企业
广东安证计算机司法鉴定所,广东; 44,2023,2023,1,5,5.0,量子通信与安全,量子通信与安全,抗量子攻击,0,1,0,0,量子通信与安全,量子通信与安全,候选/待复核企业
广东工业大学,广东; 44,2019,2023,4,31,7.75,量子传感；量子计算；量子通信与安全,量子传感器/精密测量；量子计算系统；量子通信与安全,QKD；superposition；量子传感；量子叠加；量子密钥；量子密钥分配；量子计算；量子计算机；量子门,1,3,0,0,量子通信与安全,量子通信与安全,核心量子企业
广东广宇科技发展有限公司,广东; 44,2023,2023,10,50,5.0,量子通信与安全,量子通信与安全,量子密钥；量子密钥分发,0,10,0,0,量子通信与安全,量子通信与安全,核心量子企业
广东水利电力职业技术学院(广东省水利电力技工学校),广东; 44,2019,2020,2,22,11.0,量子通信与安全,量子通信与安全,QKD；entanglement；量子密钥；量子通信,2,0,0,0,量子通信与安全,量子通信与安全,核心量子企业
广东海洋大学,广东; 44,2023,2023,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,频率标准,0,0,0,1,量子计量/时间频率/PNT候选,量子传感,候选/待复核企业
广东生益科技股份有限公司,广东; 44,2021,2021,1,5,5.0,量子传感,量子传感器/精密测量,MOT,0,1,0,0,量子传感器/精密测量,量子传感,候选/待复核企业
广东电网有限责任公司江门供电局,广东; 44,2022,2022,1,4,4.0,量子基础概念,其他量子相关/待复核,量子态,0,0,1,0,其他量子相关/待复核,量子基础概念,候选/待复核企业
广东电网有限责任公司计量中心,广东; 44,2021,2021,1,5,5.0,量子通信与安全,量子通信与安全,量子密钥,0,1,0,0,量子通信与安全,量子通信与安全,候选/待复核企业
广东省农业科学院环境园艺研究所,广东; 44,2021,2021,4,20,5.0,量子计算,量子计算系统,qubit,0,4,0,0,量子计算系统,量子计算,核心量子企业
广东省计量科学研究院(华南国家计量测试中心),广东; 44,2022,2023,4,34,8.5,量子传感,量子传感器/精密测量,laser；激光器；里德堡原子量子；量子传感；量子传感器；量子信息,2,2,0,0,量子传感器/精密测量,量子传感,核心量子企业
广东长盈科技股份有限公司,广东; 44,2019,2019,1,5,5.0,量子通信与安全,量子通信与安全,量子通信,0,1,0,0,量子通信与安全,量子通信与安全,候选/待复核企业
广东食品药品职业学院,广东; 44,2022,2022,1,5,5.0,量子通信与安全,量子通信与安全,量子通信,0,1,0,0,量子通信与安全,量子通信与安全,候选/待复核企业
广州市保伦电子有限公司,广东; 44,2022,2022,1,10,10.0,量子通信与安全,量子通信与安全,量子密钥；量子密钥分发；量子通信,1,0,0,0,量子通信与安全,量子通信与安全,较高相关企业
广州市城域信息科技有限公司,广东; 44,2023,2023,1,5,5.0,量子计算,量子计算系统,量子计算,0,1,0,0,量子计算系统,量子计算,候选/待复核企业
广州市食品检验所(广州市酒类检测中心),广东; 44,2021,2021,1,5,5.0,量子计算硬件,量子计算硬件/量子芯片,离子阱,0,1,0,0,量子计算硬件/量子芯片,量子计算硬件,候选/待复核企业
广州广电计量检测股份有限公司,广东; 44,2020,2020,2,6,3.0,量子传感,量子计量/时间频率/PNT候选,频率标准,0,0,0,2,量子计量/时间频率/PNT候选,量子传感,候选/待复核企业
广州放芯科技有限公司,广东; 44,2021,2021,1,9,9.0,量子传感,其他量子相关/待复核,叠加态；量子信息；量子态,1,0,0,0,其他量子相关/待复核,量子传感,较高相关企业
广州爱浦路网络技术有限公司,广东; 44,2022,2022,1,5,5.0,量子计算,量子计算系统,量子计算,0,1,0,0,量子计算系统,量子计算,候选/待复核企业
广州量子湾科技有限公司,广东; 44,2019,2019,1,5,5.0,量子计算,量子计算系统,量子芯片,0,1,0,0,量子计算系统,量子计算,候选/待复核企业
广西大学,广西; 45,2021,2023,9,86,9.555555555555555,量子计算；量子计算硬件；量子通信与安全,量子计算硬件/量子芯片；量子计算系统；量子软件/算法/模拟；量子通信与安全,laser；superposition；单光子探测器；叠加态；离子阱；量子密钥；量子密钥分发；量子并行；量子态；量子比特；量子相干；量子线路；量子计算；量子通信,6,3,0,0,量子计算系统,量子计算,核心量子企业
广西师范大学,广西; 45,2019,2019,1,5,5.0,量子计算,量子计算系统,量子比特,0,1,0,0,量子计算系统,量子计算,候选/待复核企业
广西民族大学,广西; 45,2019,2019,1,11,11.0,量子通信与安全,量子通信与安全,entanglement；量子态；量子纠缠；量子通信,1,0,0,0,量子通信与安全,量子通信与安全,较高相关企业
广西特色作物研究院,广西; 45,2022,2022,1,5,5.0,量子计算硬件,量子计算硬件/量子芯片,离子阱,0,1,0,0,量子计算硬件/量子芯片,量子计算硬件,候选/待复核企业
广西电网有限责任公司桂林供电局,广西; 45,2021,2021,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,原子钟,0,0,0,1,量子计量/时间频率/PNT候选,量子传感,候选/待复核企业
广西科学院,广西; 45,2019,2019,1,5,5.0,量子计算硬件,量子计算硬件/量子芯片,离子阱,0,1,0,0,量子计算硬件/量子芯片,量子计算硬件,候选/待复核企业
库奥克斯有限公司,荷兰; NL,2021,2021,1,10,10.0,量子通信与安全,量子通信与安全,量子网络；量子计算,1,0,0,0,量子通信与安全,量子通信与安全,较高相关企业
康宁股份有限公司,美国; US,2019,2020,3,34,11.333333333333334,量子通信与安全,量子通信与安全,entanglement；lasers；激光器；稀土金属；量子中继；量子中继器；量子密钥；量子比特；量子通信,2,1,0,0,量子通信与安全,量子通信与安全,核心量子企业
廊坊易砚领创科技有限公司,河北; 13,2022,2022,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,频率标准,0,0,0,1,量子计量/时间频率/PNT候选,量子传感,候选/待复核企业
建信金融科技有限责任公司,上海; 31,2020,2022,3,13,4.333333333333333,量子计算；量子通信与安全,量子软件/算法/模拟；量子通信与安全,后量子加密；抗量子加密；抗量子攻击；量子算法,0,1,2,0,量子软件/算法/模拟,量子计算,较高相关企业
微观纪元(合肥)量子科技有限公司,安徽; 34,2023,2023,2,10,5.0,量子计算,量子计算系统,qubits；量子比特,0,2,0,0,量子计算系统,量子计算,较高相关企业
微软技术许可有限责任公司,美国; US,2019,2019,3,30,10.0,量子计算；量子计算硬件,量子计算硬件/量子芯片；量子计算系统；量子软件/算法/模拟,qubits；拓扑量子计算；量子优化；量子机器学习；量子算法；量子计算；量子计算机,2,1,0,0,量子计算系统,量子计算,核心量子企业
德国尤里希研究中心,德国; DE,2021,2021,1,5,5.0,量子计算,量子计算系统,qubit,0,1,0,0,量子计算系统,量子计算,候选/待复核企业
德清阿尔法创新研究院,浙江; 33,2021,2021,1,5,5.0,量子传感,量子传感器/精密测量,MOT,0,1,0,0,量子传感器/精密测量,量子传感,候选/待复核企业
