第一申请人,申请人省市代码,first_year,last_year,quantum_patent_count,quantum_score_sum,quantum_score_mean,main_categories,chain_positions,matched_terms,high_related_count,medium_related_count,low_related_count,timefreq_candidate_count,main_chain_position,main_quantum_category,firm_relevance
济南浪潮高新科技投资发展有限公司,山东; 37,2019,2021,13,85,6.538461538461538,量子传感；量子计算,量子计算系统；量子计量/时间频率/PNT候选；量子软件/算法/模拟,entanglement；superposition；原子钟；叠加态；量子比特；量子算法；量子芯片；量子计算；量子计算机；量子门；铷原子钟,4,7,0,2,量子计算系统,量子计算,核心量子企业
济南量子技术研究院,山东; 37,2021,2023,21,138,6.571428571428571,量子传感；量子基础概念；量子通信与安全,其他量子相关/待复核；量子计量/时间频率/PNT候选；量子通信与安全,QKD；laser；光调制器；光频传递；单光子探测器；原子钟；激光器；量子信息；量子信息技术；量子密钥；量子密钥分发；量子态；量子纠缠；量子通信,7,12,1,1,量子通信与安全,量子通信与安全,核心量子企业
浙江三维通信科技有限公司,浙江; 33,2019,2019,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,频率基准,0,0,0,1,量子计量/时间频率/PNT候选,量子传感,候选/待复核企业
浙江九州量子信息技术股份有限公司,浙江; 33,2019,2023,18,140,7.777777777777778,量子传感；量子通信与安全,其他量子相关/待复核；量子通信与安全,QKD；laser；lasers；单光子探测器；激光器；量子保密通信；量子信息；量子密钥；量子密钥分发；量子密钥分配；量子态；量子网络；量子通信；非对称密码,9,9,0,0,量子通信与安全,量子通信与安全,核心量子企业
浙江国正检测技术有限公司,浙江; 33,2021,2021,1,5,5.0,量子计算硬件,量子计算硬件/量子芯片,离子阱,0,1,0,0,量子计算硬件/量子芯片,量子计算硬件,候选/待复核企业
浙江国盾量子电力科技有限公司,浙江; 33,2022,2022,1,5,5.0,量子通信与安全,量子通信与安全,量子通信,0,1,0,0,量子通信与安全,量子通信与安全,候选/待复核企业
浙江大学,浙江; 33,2019,2023,6,74,12.333333333333334,量子传感；量子基础概念；量子计算硬件,其他量子相关/待复核；量子传感器/精密测量；量子计算硬件/量子芯片；量子计量/时间频率/PNT候选,原子钟；原子钟频率；超导量子比特；量子信息；量子态；量子比特；量子测量；量子相干；量子纠错；量子芯片；量子计算；频率基准,3,0,1,2,量子计量/时间频率/PNT候选,量子传感,核心量子企业
浙江大学杭州国际科创中心,浙江; 33,2022,2022,1,12,12.0,量子计算硬件,量子计算硬件/量子芯片,保真度；超导量子比特；量子比特,1,0,0,0,量子计算硬件/量子芯片,量子计算硬件,较高相关企业
浙江工业大学,浙江; 33,2019,2022,12,63,5.25,量子传感；量子计算；量子计算硬件,量子传感器/精密测量；量子计算硬件/量子芯片；量子计算系统；量子计量/时间频率/PNT候选；量子软件/算法/模拟,qubit；冷原子干涉；原子干涉；原子钟；磁光阱；离子阱；量子化学；量子模拟；频率基准,1,9,0,2,量子计算硬件/量子芯片,量子传感,核心量子企业
浙江工商大学,浙江; 33,2019,2021,14,128,9.142857142857142,量子传感；量子基础概念；量子计算；量子通信与安全,其他量子相关/待复核；量子计算系统；量子软件/算法/模拟；量子通信与安全,QKD；entanglement；抗量子攻击；逻辑量子比特；量子密钥；量子密钥分配；量子态；量子技术；量子比特；量子算法；量子纠缠；量子通信,10,0,4,0,量子计算系统,量子计算,核心量子企业
浙江工商大学杭州商学院,浙江; 33,2019,2019,2,50,25.0,量子通信与安全,量子通信与安全,entanglement；qubit；qubits；量子态；量子比特；量子测量；量子通信；量子门,2,0,0,0,量子通信与安全,量子通信与安全,核心量子企业
浙江师范大学,浙江; 33,2021,2021,1,4,4.0,量子基础概念,其他量子相关/待复核,量子态,0,0,1,0,其他量子相关/待复核,量子基础概念,候选/待复核企业
浙江广厦建设职业技术大学,浙江; 33,2022,2022,1,5,5.0,量子通信与安全,量子通信与安全,量子通信,0,1,0,0,量子通信与安全,量子通信与安全,候选/待复核企业
浙江法拉第激光科技有限公司,浙江; 33,2020,2022,4,17,4.25,量子传感,量子传感器/精密测量；量子计量/时间频率/PNT候选,MOT；光钟；原子钟；频率标准,0,1,0,3,量子计量/时间频率/PNT候选,量子传感,较高相关企业
浙江浙能技术研究院有限公司,浙江; 33,2021,2021,1,5,5.0,量子计算硬件,量子计算硬件/量子芯片,离子阱,0,1,0,0,量子计算硬件/量子芯片,量子计算硬件,候选/待复核企业
浙江理工大学,浙江; 33,2019,2020,3,11,3.6666666666666665,量子传感；量子计算,量子计算系统；量子计量/时间频率/PNT候选,原子钟；量子计算；量子计算机,0,1,0,2,量子计量/时间频率/PNT候选,量子传感,较高相关企业
浙江省立同德医院,浙江; 33,2020,2020,2,10,5.0,量子计算,量子计算系统,qubit,0,2,0,0,量子计算系统,量子计算,较高相关企业
浙江省血液中心,浙江; 33,2021,2023,2,10,5.0,量子计算,量子计算系统,qubit,0,2,0,0,量子计算系统,量子计算,较高相关企业
浙江省计量科学研究院,浙江; 33,2023,2023,1,5,5.0,量子传感,量子传感器/精密测量,磁光阱,0,1,0,0,量子传感器/精密测量,量子传感,候选/待复核企业
浙江赛思电子科技有限公司,浙江; 33,2022,2023,2,6,3.0,量子传感,量子计量/时间频率/PNT候选,原子钟；铷原子钟,0,0,0,2,量子计量/时间频率/PNT候选,量子传感,候选/待复核企业
浪潮(北京)电子信息产业有限公司,北京; 11,2023,2023,1,5,5.0,量子计算,量子计算系统,量子计算,0,1,0,0,量子计算系统,量子计算,候选/待复核企业
海思光电子有限公司,湖北; 42,2021,2021,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,频率标准,0,0,0,1,量子计量/时间频率/PNT候选,量子传感,候选/待复核企业
深圳优仕康通信有限公司,广东; 44,2019,2019,1,5,5.0,量子通信与安全,量子通信与安全,量子密钥,0,1,0,0,量子通信与安全,量子通信与安全,候选/待复核企业
深圳供电局有限公司,广东; 44,2021,2021,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,原子钟,0,0,0,1,量子计量/时间频率/PNT候选,量子传感,候选/待复核企业
深圳前海微众银行股份有限公司,广东; 44,2022,2022,1,16,16.0,量子通信与安全,量子通信与安全,entanglement；量子比特；量子纠缠；量子网络,1,0,0,0,量子通信与安全,量子通信与安全,较高相关企业
深圳华中科技大学研究院,广东; 44,2021,2021,1,6,6.0,量子计算,量子计算系统,superposition；量子机器学习；量子线路,0,1,0,0,量子计算系统,量子计算,候选/待复核企业
深圳大学,广东; 44,2019,2022,8,65,8.125,量子传感；量子计算；量子通信与安全,量子计算系统；量子计量/时间频率/PNT候选；量子软件/算法/模拟；量子通信与安全,superposition；原子时间尺度；叠加态；量子叠加；量子并行；量子态；量子比特；量子电路；量子线路；量子计算；量子通信；量子门,3,4,0,1,量子计算系统,量子计算,核心量子企业
深圳巴斯巴科技发展有限公司,广东; 44,2020,2020,1,5,5.0,量子传感,量子传感器/精密测量,MOT,0,1,0,0,量子传感器/精密测量,量子传感,候选/待复核企业
深圳市光为光通信科技有限公司,广东; 44,2023,2023,1,9,9.0,量子计算,量子计算系统,量子态；量子比特,1,0,0,0,量子计算系统,量子计算,较高相关企业
深圳市创互科技有限公司,广东; 44,2022,2022,1,5,5.0,量子通信与安全,量子通信与安全,量子通信,0,1,0,0,量子通信与安全,量子通信与安全,候选/待复核企业
深圳市国信量子科技有限公司,广东; 44,2021,2021,2,10,5.0,量子通信与安全,量子通信与安全,量子网络,0,2,0,0,量子通信与安全,量子通信与安全,较高相关企业
深圳市安瑞生物科技有限公司,广东; 44,2020,2020,1,5,5.0,量子传感,其他量子相关/待复核,量子信息,0,1,0,0,其他量子相关/待复核,量子传感,候选/待复核企业
深圳市新天泽消防工程有限公司,广东; 44,2022,2022,1,10,10.0,量子计算,量子软件/算法/模拟,laser；量子并行；量子比特,1,0,0,0,量子软件/算法/模拟,量子计算,较高相关企业
深圳市永达电子信息股份有限公司,广东; 44,2020,2022,5,55,11.0,量子传感；量子计算；量子计算硬件,量子计算硬件/量子芯片；量子计算系统；量子软件/算法/模拟,光量子比特；超导量子比特；量子信息；量子并行；量子态；量子比特；量子计算,4,1,0,0,量子计算系统,量子计算,核心量子企业
深圳市爱云信息科技有限公司,广东; 44,2023,2023,1,5,5.0,量子计算,量子计算系统,量子芯片,0,1,0,0,量子计算系统,量子计算,候选/待复核企业
深圳市福田区南科大量子技术与工程研究院,广东; 44,2021,2021,1,17,17.0,量子计算硬件,量子计算硬件/量子芯片,fidelity；保真度；超导量子芯片；量子比特；量子芯片；量子计算,1,0,0,0,量子计算硬件/量子芯片,量子计算硬件,较高相关企业
深圳市腾讯计算机系统有限公司,广东; 44,2021,2021,4,49,12.25,量子传感；量子计算,量子计算系统；量子软件/算法/模拟,物理量子比特；量子态；量子技术；量子比特；量子纠错；量子门,3,1,0,0,量子计算系统,量子传感,核心量子企业
深圳市航科量子科技有限公司,广东; 44,2022,2022,1,5,5.0,量子传感,其他量子相关/待复核,量子技术,0,1,0,0,其他量子相关/待复核,量子传感,候选/待复核企业
深圳市雄帝科技股份有限公司,广东; 44,2023,2023,1,5,5.0,量子通信与安全,量子通信与安全,量子密钥；量子密钥分发,0,1,0,0,量子通信与安全,量子通信与安全,候选/待复核企业
深圳市风云实业有限公司,广东; 44,2020,2020,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,原子钟；铷原子钟,0,0,0,1,量子计量/时间频率/PNT候选,量子传感,候选/待复核企业
深圳技术大学,广东; 44,2022,2023,2,9,4.5,量子基础概念；量子通信与安全,其他量子相关/待复核；量子通信与安全,叠加态；量子通信,0,1,1,0,其他量子相关/待复核,量子基础概念,候选/待复核企业
深圳瀚光科技有限公司,广东; 44,2020,2020,1,9,9.0,量子计算硬件,量子计算硬件/量子芯片,光量子计算；量子计算,1,0,0,0,量子计算硬件/量子芯片,量子计算硬件,较高相关企业
深圳科盾量子信息科技有限公司,广东; 44,2021,2023,6,40,6.666666666666667,量子通信与安全,量子通信与安全,qubit；qubits；量子密钥；量子密钥分发；量子比特；量子通信,2,4,0,0,量子通信与安全,量子通信与安全,核心量子企业
深圳职业技术学院,广东; 44,2019,2023,7,65,9.285714285714286,量子传感；量子计算；量子通信与安全,其他量子相关/待复核；量子计算系统；量子通信与安全,entanglement；qubits；后量子加密；后量子密码；量子信息；量子密钥；量子态；量子比特；量子纠缠；量子计算；量子计算机,5,2,0,0,量子通信与安全,量子通信与安全,核心量子企业
深圳联合医学科技有限公司,广东; 44,2022,2022,1,5,5.0,量子计算,量子计算系统,qubit,0,1,0,0,量子计算系统,量子计算,候选/待复核企业
深圳聚创致远科技有限公司,广东; 44,2021,2021,1,5,5.0,量子计算,量子计算系统,量子计算,0,1,0,0,量子计算系统,量子计算,候选/待复核企业
深圳量旋科技有限公司,广东; 44,2020,2023,8,68,8.5,量子基础概念；量子计算；量子计算硬件,其他量子相关/待复核；量子计算硬件/量子芯片；量子计算系统,fidelity；qubit；qubits；保真度；超导量子比特；量子态；量子比特；量子线路；量子芯片；量子计算,4,3,1,0,量子计算系统,量子计算,核心量子企业
深港产学研基地(北京大学香港科技大学深圳研修院),广东; 44,2020,2021,3,13,4.333333333333333,量子传感,量子计量/时间频率/PNT候选,光钟；冷原子钟；原子钟；原子频标；量子态；铷原子钟,0,1,0,2,量子计量/时间频率/PNT候选,量子传感,较高相关企业
清华四川能源互联网研究院,四川; 51,2020,2020,1,4,4.0,量子基础概念,其他量子相关/待复核,叠加态,0,0,1,0,其他量子相关/待复核,量子基础概念,候选/待复核企业
清华大学,北京; 11,2019,2023,58,482,8.310344827586206,量子传感；量子基础概念；量子计算；量子计算硬件；量子通信与安全,上游材料与核心部件；其他量子相关/待复核；量子传感器/精密测量；量子计算硬件/量子芯片；量子计算系统；量子计量/时间频率/PNT候选；量子通信与安全,entanglement；fidelity；laser；lasers；qubit；qubits；保真度；光调制器；光量子比特；冷原子干涉；单光子探测器；原子干涉；原子钟；激光器；离子阱；超导量子比特；逻辑量子比特；量子信息；量子密钥；量子密钥分发；量子态；量子技术；量子比特；量子精密测量；量子纠缠；量子纠错；量子线路；量子网络；量子芯片；量子计算；量子计算机；量子通信；频率基准,21,32,3,2,量子计算系统,量子计算,核心量子企业
清华大学深圳国际研究生院,广东; 44,2021,2022,2,10,5.0,量子计算硬件,量子计算硬件/量子芯片,离子阱,0,2,0,0,量子计算硬件/量子芯片,量子计算硬件,较高相关企业
清华大学深圳研究生院,广东; 44,2019,2019,2,10,5.0,量子计算硬件,量子计算硬件/量子芯片,离子阱,0,2,0,0,量子计算硬件/量子芯片,量子计算硬件,较高相关企业
清谱科技(苏州)有限公司,江苏; 32,2023,2023,1,5,5.0,量子计算硬件,量子计算硬件/量子芯片,离子阱,0,1,0,0,量子计算硬件/量子芯片,量子计算硬件,候选/待复核企业
清远市天之衡量子科技有限公司,广东; 44,2021,2021,1,5,5.0,量子传感,量子传感器/精密测量,量子测量,0,1,0,0,量子传感器/精密测量,量子传感,候选/待复核企业
温州大学,浙江; 33,2019,2019,2,40,20.0,量子计算,量子计算系统,fidelity；qubit；qubits；保真度；量子处理器；量子态；量子比特；量子计算；量子计算机；量子门,2,0,0,0,量子计算系统,量子计算,核心量子企业
温州激光与光电子协同创新中心,北京; 11,2019,2019,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,光钟；原子钟,0,0,0,1,量子计量/时间频率/PNT候选,量子传感,候选/待复核企业
温州激光与光电子协同创新中心,浙江; 33,2019,2021,10,30,3.0,量子传感,量子计量/时间频率/PNT候选,光钟；原子钟；铷原子钟；频率标准,0,0,0,10,量子计量/时间频率/PNT候选,量子传感,核心量子企业
港湾之星健康生物(深圳)有限公司,广东; 44,2023,2023,1,4,4.0,量子基础概念,其他量子相关/待复核,量子态,0,0,1,0,其他量子相关/待复核,量子基础概念,候选/待复核企业
湖北凯乐量子通信光电科技有限公司,湖北; 42,2019,2019,2,10,5.0,量子通信与安全,量子通信与安全,量子密钥,0,2,0,0,量子通信与安全,量子通信与安全,较高相关企业
湖北大学,湖北; 42,2021,2021,1,6,6.0,量子计算,量子计算系统,量子优化；量子比特,0,1,0,0,量子计算系统,量子计算,候选/待复核企业
湖北工业大学,湖北; 42,2019,2019,2,35,17.5,量子通信与安全,量子通信与安全,Shor算法；qubit；叠加态；大数分解；抗量子攻击；量子态；量子比特；量子电路；量子算法；量子计算；量子计算机；量子通信,1,1,0,0,量子通信与安全,量子通信与安全,核心量子企业
湖北省疾病预防控制中心(湖北省预防医学科学院),湖北; 42,2021,2021,1,5,5.0,量子计算,量子计算系统,qubit,0,1,0,0,量子计算系统,量子计算,候选/待复核企业
湖北科技学院,湖北; 42,2021,2022,3,10,3.3333333333333335,量子传感；量子基础概念,其他量子相关/待复核；量子计量/时间频率/PNT候选,原子钟；量子态,0,0,1,2,量子计量/时间频率/PNT候选,量子传感,较高相关企业
湖南三湘银行股份有限公司,湖南; 43,2023,2023,1,4,4.0,量子基础概念,其他量子相关/待复核,量子态,0,0,1,0,其他量子相关/待复核,量子基础概念,候选/待复核企业
湖南卫导信息科技有限公司,湖南; 43,2020,2020,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,频率基准,0,0,0,1,量子计量/时间频率/PNT候选,量子传感,候选/待复核企业
湖南大学,湖南; 43,2019,2022,5,38,7.6,量子计算；量子通信与安全,量子计算系统；量子通信与安全,量子保密通信；量子密钥；量子密钥分发；量子态；量子计算,3,2,0,0,量子通信与安全,量子通信与安全,核心量子企业
湖南尚医康医疗科技有限公司,湖南; 43,2023,2023,1,11,11.0,量子通信与安全,量子通信与安全,保真度；量子密钥；量子密钥分发；量子态,1,0,0,0,量子通信与安全,量子通信与安全,较高相关企业
湖南工程学院,湖南; 43,2022,2022,1,13,13.0,量子计算硬件,量子计算硬件/量子芯片,超导量子比特；超高真空；量子比特,1,0,0,0,量子计算硬件/量子芯片,量子计算硬件,较高相关企业
湖南师范大学,湖南; 43,2021,2022,10,65,6.5,量子传感；量子计算；量子通信与安全,量子计算系统；量子计量/时间频率/PNT候选；量子通信与安全,QKD；entanglement；原子钟；原子频标；量子密钥；量子密钥分发；量子态；量子比特；量子纠缠；量子通信；量子门；铷原子钟；频率标准,4,2,0,4,量子通信与安全,量子通信与安全,核心量子企业
湖南时空信安科技有限公司,湖南; 43,2023,2023,3,9,3.0,量子传感,量子计量/时间频率/PNT候选,原子钟；频率驾驭,0,0,0,3,量子计量/时间频率/PNT候选,量子传感,候选/待复核企业
湖南省时空基准科技有限公司,湖南; 43,2020,2020,2,6,3.0,量子传感,量子计量/时间频率/PNT候选,原子钟,0,0,0,2,量子计量/时间频率/PNT候选,量子传感,候选/待复核企业
湖南遥昇通信技术有限公司,湖南; 43,2022,2022,1,4,4.0,量子计算,量子软件/算法/模拟,量子并行,0,0,1,0,量子软件/算法/模拟,量子计算,候选/待复核企业
湖州中芯半导体科技有限公司,浙江; 33,2020,2020,1,6,6.0,量子传感,量子传感器/精密测量,NV色心；laser；激光器,0,1,0,0,量子传感器/精密测量,量子传感,候选/待复核企业
湘潭大学,湖南; 43,2021,2022,2,6,3.0,量子传感,量子计量/时间频率/PNT候选,原子钟；频率标准,0,0,0,2,量子计量/时间频率/PNT候选,量子传感,候选/待复核企业
焦少波,河南; 41,2019,2019,1,10,10.0,量子通信与安全,量子通信与安全,抗量子攻击；量子计算；量子计算机,1,0,0,0,量子通信与安全,量子通信与安全,较高相关企业
燕山大学,河北; 13,2019,2020,2,8,4.0,量子传感；量子通信与安全,量子计量/时间频率/PNT候选；量子通信与安全,QKD；频率标准,0,1,0,1,量子计量/时间频率/PNT候选,量子传感,候选/待复核企业
爱奥尼克公司,美国; US,2020,2021,5,51,10.2,量子传感；量子计算,其他量子相关/待复核；量子计算系统,qubit；qubits；量子信息；量子化学；量子处理器；量子态；量子比特；量子电路；量子计算；量子计算机；量子门,4,1,0,0,量子计算系统,量子计算,核心量子企业
特拉量子股份公司,瑞士; CH,2021,2021,1,4,4.0,量子基础概念,其他量子相关/待复核,叠加态,0,0,1,0,其他量子相关/待复核,量子基础概念,候选/待复核企业
王超,山东; 37,2020,2020,1,4,4.0,量子基础概念,其他量子相关/待复核,叠加态；量子叠加,0,0,1,0,其他量子相关/待复核,量子基础概念,候选/待复核企业
珠海澳大科技研究院,广东; 44,2022,2022,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,频率基准,0,0,0,1,量子计量/时间频率/PNT候选,量子传感,候选/待复核企业
电子科技大学,四川; 51,2019,2023,30,231,7.7,量子传感；量子基础概念；量子计算；量子计算硬件；量子通信与安全,上游材料与核心部件；其他量子相关/待复核；量子传感器/精密测量；量子计算硬件/量子芯片；量子计算系统；量子计量/时间频率/PNT候选；量子软件/算法/模拟；量子通信与安全,MOT；NV色心；entanglement；fidelity；laser；qubit；superposition；保真度；光调制器；单光子探测器；原子钟；叠加态；激光器；自旋量子比特；量子中继；量子中继器；量子互联网；量子传感；量子信息；量子信息技术；量子态；量子比特；量子电路；量子算法；量子纠缠；量子网络；量子芯片；量子计算；量子计算机；量子通信；金刚石NV色心；铯原子钟,13,11,3,3,量子计算系统,量子传感,核心量子企业
矩阵时光数字科技有限公司,江苏; 32,2021,2022,9,86,9.555555555555555,量子基础概念；量子通信与安全,其他量子相关/待复核；量子通信与安全,QKD；激光器；量子信息；量子信息技术；量子密钥；量子密钥分发；量子态；量子算法；量子网络；量子计算；量子计算机；量子通信；非对称密码,5,3,1,0,量子通信与安全,量子通信与安全,核心量子企业
确信信息股份有限公司,山东; 37,2022,2022,1,10,10.0,量子通信与安全,量子通信与安全,后量子密码；量子计算；量子计算机,1,0,0,0,量子通信与安全,量子通信与安全,较高相关企业
福州大学,福建; 35,2019,2019,2,15,7.5,量子计算,量子计算系统,qubits；量子比特；量子计算；量子门,1,1,0,0,量子计算系统,量子计算,较高相关企业
福建北峰通信科技股份有限公司,福建; 35,2020,2020,1,16,16.0,量子通信与安全,量子通信与安全,entanglement；量子密钥；量子密钥分发；量子密钥分配；量子纠缠；量子通信,1,0,0,0,量子通信与安全,量子通信与安全,较高相关企业
科大国盾量子技术股份有限公司,安徽; 34,2019,2023,106,682,6.433962264150943,量子基础概念；量子通信与安全,其他量子相关/待复核；量子通信与安全,QKD；laser；单光子探测器；激光器；电光晶体；量子保密通信；量子信息；量子密钥；量子密钥分发；量子密钥分配；量子态；量子测量；量子网络；量子通信,26,76,4,0,量子通信与安全,量子通信与安全,核心量子企业
章越新,福建; 35,2020,2020,1,4,4.0,量子基础概念,其他量子相关/待复核,量子态,0,0,1,0,其他量子相关/待复核,量子基础概念,候选/待复核企业
粒芯科技(厦门)股份有限公司,福建; 35,2023,2023,1,3,3.0,量子通信与安全,量子通信与安全,量子密钥；量子密钥分配,0,0,1,0,量子通信与安全,量子通信与安全,候选/待复核企业
索尤若驱动有限及两合公司,德国; DE,2021,2021,1,5,5.0,量子传感,量子传感器/精密测量,MOT,0,1,0,0,量子传感器/精密测量,量子传感,候选/待复核企业
绍兴市食品药品检验研究院,浙江; 33,2022,2022,1,5,5.0,量子计算硬件,量子计算硬件/量子芯片,离子阱,0,1,0,0,量子计算硬件/量子芯片,量子计算硬件,候选/待复核企业
绿生生电子科技(广州)有限公司,广东; 44,2020,2020,1,11,11.0,量子计算,量子计算系统,entanglement；量子比特；量子纠缠,1,0,0,0,量子计算系统,量子计算,较高相关企业
耶鲁大学,美国; US,2020,2020,1,7,7.0,量子传感,量子计算系统,保真度；量子信息,0,1,0,0,量子计算系统,量子传感,候选/待复核企业
联华电子股份有限公司,台湾; TW,2019,2019,1,5,5.0,量子计算硬件,量子计算硬件/量子芯片,离子阱,0,1,0,0,量子计算硬件/量子芯片,量子计算硬件,候选/待复核企业
聚光科技(杭州)股份有限公司,浙江; 33,2019,2019,1,5,5.0,量子计算硬件,量子计算硬件/量子芯片,离子阱,0,1,0,0,量子计算硬件/量子芯片,量子计算硬件,候选/待复核企业
肇庆高峰机械科技有限公司,广东; 44,2023,2023,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,频率标准,0,0,0,1,量子计量/时间频率/PNT候选,量子传感,候选/待复核企业
腾讯科技(深圳)有限公司,广东; 44,2019,2022,24,356,14.833333333333334,量子传感；量子计算；量子计算硬件；量子通信与安全,其他量子相关/待复核；量子传感器/精密测量；量子计算硬件/量子芯片；量子计算系统；量子软件/算法/模拟；量子通信与安全,NV色心；fidelity；superposition；保真度；物理量子比特；超导量子比特；超导量子芯片；量子信息；量子处理器；量子态；量子技术；量子模拟；量子比特；量子电路；量子算法；量子纠错；量子线路；量子网络；量子芯片；量子计算；量子计算机；量子门,18,5,1,0,量子计算系统,量子传感,核心量子企业
臻悦生物科技江苏有限公司,江苏; 32,2020,2020,1,5,5.0,量子计算,量子计算系统,qubit,0,1,0,0,量子计算系统,量子计算,候选/待复核企业
舍弗勒技术股份两合公司,德国; DE,2021,2021,1,5,5.0,量子传感,量子传感器/精密测量,MOT,0,1,0,0,量子传感器/精密测量,量子传感,候选/待复核企业
航天科工防御技术研究试验中心,北京; 11,2020,2020,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,原子钟；铷原子钟,0,0,0,1,量子计量/时间频率/PNT候选,量子传感,候选/待复核企业
芯恩(青岛)集成电路有限公司,山东; 37,2021,2021,1,4,4.0,量子基础概念,其他量子相关/待复核,叠加态；量子叠加,0,0,1,0,其他量子相关/待复核,量子基础概念,候选/待复核企业
苏州京脉生物科技有限公司,江苏; 32,2020,2021,2,10,5.0,量子计算,量子计算系统,qubit,0,2,0,0,量子计算系统,量子计算,较高相关企业
